"filename", "language", "C++", "JSON", "YAML", "Markdown", "Swift", "HTML", "XML", "Dart", "Properties", "Groovy", "comment", "blank", "total"
"e:\Projects\cinemax\lib\data\datasource\banner_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 4, 28
"e:\Projects\cinemax\lib\data\datasource\category_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"e:\Projects\cinemax\lib\data\datasource\comments_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 22, 241
"e:\Projects\cinemax\lib\data\datasource\movie_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 13, 207
"e:\Projects\cinemax\lib\data\datasource\news_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 28
"e:\Projects\cinemax\lib\data\datasource\reply_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 14, 138
"e:\Projects\cinemax\lib\data\datasource\search_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 6, 48
"e:\Projects\cinemax\lib\data\datasource\series_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 8, 118
"e:\Projects\cinemax\lib\data\datasource\upcomings_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 6, 72
"e:\Projects\cinemax\lib\data\datasource\video_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 5, 44
"e:\Projects\cinemax\lib\data\datasource\wishlist_datasource.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 12, 54
"e:\Projects\cinemax\lib\data\model\actors.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"e:\Projects\cinemax\lib\data\model\banner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"e:\Projects\cinemax\lib\data\model\category.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"e:\Projects\cinemax\lib\data\model\comment.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 4, 52
"e:\Projects\cinemax\lib\data\model\comment_reply.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"e:\Projects\cinemax\lib\data\model\episode.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 29
"e:\Projects\cinemax\lib\data\model\firebase_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 8, 31
"e:\Projects\cinemax\lib\data\model\language.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 4, 57
"e:\Projects\cinemax\lib\data\model\movie.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 45
"e:\Projects\cinemax\lib\data\model\movie_casts.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"e:\Projects\cinemax\lib\data\model\moviegallery.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"e:\Projects\cinemax\lib\data\model\news.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"e:\Projects\cinemax\lib\data\model\series_cast.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"e:\Projects\cinemax\lib\data\model\series_seasons.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 21
"e:\Projects\cinemax\lib\data\model\upcoming_cast.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"e:\Projects\cinemax\lib\data\model\upcoming_gallery.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"e:\Projects\cinemax\lib\data\model\upcomings.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 4, 39
"e:\Projects\cinemax\lib\data\model\user.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"e:\Projects\cinemax\lib\data\model\user_comment.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 4, 55
"e:\Projects\cinemax\lib\data\model\user_reply.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 42
"e:\Projects\cinemax\lib\data\model\video.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"e:\Projects\cinemax\lib\data\model\wishlist_cart.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"e:\Projects\cinemax\lib\data\model\wishlist_cart.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 4, 8, 57
"e:\Projects\cinemax\lib\data\repository\authentication_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 10, 86
"e:\Projects\cinemax\lib\data\repository\banner_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 25
"e:\Projects\cinemax\lib\data\repository\category_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 25
"e:\Projects\cinemax\lib\data\repository\comment_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 18, 125
"e:\Projects\cinemax\lib\data\repository\movie_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 13, 125
"e:\Projects\cinemax\lib\data\repository\news_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 25
"e:\Projects\cinemax\lib\data\repository\reply_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 15, 82
"e:\Projects\cinemax\lib\data\repository\search_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 6, 37
"e:\Projects\cinemax\lib\data\repository\series_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 9, 75
"e:\Projects\cinemax\lib\data\repository\upcomings_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 6, 48
"e:\Projects\cinemax\lib\data\repository\video_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 5, 35
"e:\Projects\cinemax\lib\data\repository\wishlist_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 8, 57
"e:\Projects\cinemax\lib\firebase_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 12, 6, 81
"e:\Projects\cinemax\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 9, 70
"e:\Projects\cinemax\lib\theme\dracula_theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 5, 3, 39
"e:\Projects\cinemax\lib\theme\main_theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 5, 4, 58
"e:\Projects\cinemax\lib\ui\about_us_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 4, 186
"e:\Projects\cinemax\lib\ui\category_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 5, 297
"e:\Projects\cinemax\lib\ui\category_search_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 3, 83
"e:\Projects\cinemax\lib\ui\comments_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 922, 0, 0, 0, 29, 951
"e:\Projects\cinemax\lib\ui\dashobard_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 6, 205
"e:\Projects\cinemax\lib\ui\edit_comment_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 487, 0, 0, 0, 11, 498
"e:\Projects\cinemax\lib\ui\home_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 982, 0, 0, 0, 16, 998
"e:\Projects\cinemax\lib\ui\intro screens\first_intro_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 21
"e:\Projects\cinemax\lib\ui\intro screens\intro_dashboard.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 9, 186
"e:\Projects\cinemax\lib\ui\intro screens\second_intro_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"e:\Projects\cinemax\lib\ui\intro screens\third_intro_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"e:\Projects\cinemax\lib\ui\language_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 4, 240
"e:\Projects\cinemax\lib\ui\login_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 26, 9, 345
"e:\Projects\cinemax\lib\ui\movie_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1059, 0, 0, 9, 22, 1090
"e:\Projects\cinemax\lib\ui\new_password_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 5, 202
"e:\Projects\cinemax\lib\ui\news_detail_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 3, 143
"e:\Projects\cinemax\lib\ui\news_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 9, 293
"e:\Projects\cinemax\lib\ui\notifications_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 8, 226
"e:\Projects\cinemax\lib\ui\onboarding_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 3, 121
"e:\Projects\cinemax\lib\ui\password_verification_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 5, 196
"e:\Projects\cinemax\lib\ui\post_comment_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 0, 10, 535
"e:\Projects\cinemax\lib\ui\privacy_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 588, 0, 0, 0, 58, 646
"e:\Projects\cinemax\lib\ui\profile_edit_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 570, 0, 0, 2, 14, 586
"e:\Projects\cinemax\lib\ui\profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 897, 0, 0, 0, 21, 918
"e:\Projects\cinemax\lib\ui\register_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 529, 0, 0, 0, 11, 540
"e:\Projects\cinemax\lib\ui\reply_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 845, 0, 0, 0, 28, 873
"e:\Projects\cinemax\lib\ui\reset_password_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 6, 183
"e:\Projects\cinemax\lib\ui\search_result_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 425, 0, 0, 0, 11, 436
"e:\Projects\cinemax\lib\ui\search_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 385, 0, 0, 0, 12, 397
"e:\Projects\cinemax\lib\ui\series_detial_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1077, 0, 0, 0, 24, 1101
"e:\Projects\cinemax\lib\ui\splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 3, 138
"e:\Projects\cinemax\lib\ui\theme_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 6, 173
"e:\Projects\cinemax\lib\ui\upcoming_movie_detail.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 771, 0, 0, 0, 21, 792
"e:\Projects\cinemax\lib\ui\upcomings_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 377, 0, 0, 0, 11, 388
"e:\Projects\cinemax\lib\ui\wishlist_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 7, 181
"e:\Projects\cinemax\lib\ui\your_comments_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 703, 0, 0, 0, 21, 724
"e:\Projects\cinemax\lib\util\api_exception.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 24
"e:\Projects\cinemax\lib\util\app_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 10, 40
"e:\Projects\cinemax\lib\util\auth_manager.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 17, 76
"e:\Projects\cinemax\lib\util\dio_handler.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"e:\Projects\cinemax\lib\util\func_util.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 3, 118
"e:\Projects\cinemax\lib\util\query_handler.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"e:\Projects\cinemax\lib\widgets\back_label.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"e:\Projects\cinemax\lib\widgets\banner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 5, 129
"e:\Projects\cinemax\lib\widgets\cached_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 31
"e:\Projects\cinemax\lib\widgets\comment_section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 10, 255
"e:\Projects\cinemax\lib\widgets\downloader.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 3, 94
"e:\Projects\cinemax\lib\widgets\episode_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 2, 3, 136
"e:\Projects\cinemax\lib\widgets\exception_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"e:\Projects\cinemax\lib\widgets\loading_indicator.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"e:\Projects\cinemax\lib\widgets\movie_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 3, 169
"e:\Projects\cinemax\lib\widgets\my_textfield.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 4, 57
"e:\Projects\cinemax\lib\widgets\related_search_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 271, 0, 0, 0, 3, 274
"e:\Projects\cinemax\lib\widgets\shimmer_skelton.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"e:\Projects\cinemax\lib\widgets\snackbar_content.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 3, 46
"e:\Projects\cinemax\lib\widgets\video_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 10, 127
"e:\Projects\cinemax\lib\widgets\wishlist_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 3, 226
"e:\Projects\cinemax\linux\flutter\generated_plugin_registrant.cc", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"e:\Projects\cinemax\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Projects\cinemax\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\Projects\cinemax\linux\my_application.cc", "C++", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 26, 125
"e:\Projects\cinemax\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"e:\Projects\cinemax\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 3, 4, 33
"e:\Projects\cinemax\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 4, 13
"e:\Projects\cinemax\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Projects\cinemax\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"e:\Projects\cinemax\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 1, 344
"e:\Projects\cinemax\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"e:\Projects\cinemax\macos\firebase_app_id_file.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"e:\Projects\cinemax\package-lock.json", "JSON", 0, 6665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6666
"e:\Projects\cinemax\package.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\Projects\cinemax\pubspec.yaml", "YAML", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 28, 102
"e:\Projects\cinemax\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 10, 7, 31
"e:\Projects\cinemax\web\index.html", "HTML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 16, 6, 60
"e:\Projects\cinemax\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"e:\Projects\cinemax\windows\flutter\generated_plugin_registrant.cc", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"e:\Projects\cinemax\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Projects\cinemax\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"e:\Projects\cinemax\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"e:\Projects\cinemax\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"e:\Projects\cinemax\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"e:\Projects\cinemax\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"e:\Projects\cinemax\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"e:\Projects\cinemax\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"e:\Projects\cinemax\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 566, 6963, 81, 67, 72, 38, 1000, 20038, 8, 102, 305, 1505, 30745